1, 1, 1, "Y", 1
2, 1, 2, "Y", 1
3, 1, 3, "N", 1
4, 1, 4, "N", 1
5, 1, 5, "Y", 1
6, 1, 6, "Y", 1
7, 1, 7, "N", 1
8, 1, 8, "N", 1
9, 1, 9, "N", 1
10, 1, 10, "Y", 1
11, 1, 11, "N", 1
12, 1, 12, "N", 1
13, 1, 13, "Y", 1
14, 1, 14, "N", 1
15, 1, 15, "N", 1
16, 1, 16, "N", 1
17, 1, 17, "Y", 1
18, 1, 18, "N", 1
19, 1, 19, "N", 1
20, 1, 20, "Y", 1
21, 1, 21, "N", 1
22, 1, 22, "Y", 1
23, 1, 23, "N", 1
24, 1, 24, "Y", 1
25, 2, 1, "Y", 1
26, 2, 2, "N", 1
27, 2, 3, "Y", 1
28, 2, 4, "N", 1
29, 2, 5, "N", 1
30, 2, 6, "N", 1
31, 2, 7, "Y", 1
32, 2, 8, "Y", 1
33, 2, 9, "Y", 1
34, 2, 10, "Y", 1
35, 2, 11, "N", 1
36, 2, 12, "Y", 1
37, 2, 13, "N", 1
38, 2, 14, "Y", 1
39, 2, 15, "N", 1
40, 2, 16, "N", 1
41, 2, 17, "Y", 1
42, 2, 18, "N", 1
43, 2, 19, "N", 1
44, 2, 20, "N", 1
45, 2, 21, "N", 1
46, 2, 22, "N", 1
47, 2, 23, "Y", 1
48, 2, 24, "Y", 1
49, 3, 1, "Y", 1
50, 3, 2, "Y", 1
51, 3, 3, "Y", 1
52, 3, 4, "N", 1
53, 3, 5, "N", 1
54, 3, 6, "N", 1
55, 3, 7, "N", 1
56, 3, 8, "N", 1
57, 3, 9, "N", 1
58, 3, 10, "Y", 1
59, 3, 11, "N", 1
60, 3, 12, "Y", 1
61, 3, 13, "N", 1
62, 3, 14, "N", 1
63, 3, 15, "Y", 1
64, 3, 16, "Y", 1
65, 3, 17, "Y", 1
66, 3, 18, "Y", 1
67, 3, 19, "N", 1
68, 3, 20, "Y", 1
69, 3, 21, "Y", 1
70, 3, 22, "Y", 1
71, 3, 23, "Y", 1
72, 3, 24, "N", 1
73, 4, 1, "Y", 1
74, 4, 2, "Y", 1
75, 4, 3, "N", 1
76, 4, 4, "Y", 1
77, 4, 5, "N", 1
78, 4, 6, "Y", 1
79, 4, 7, "Y", 1
80, 4, 8, "Y", 1
81, 4, 9, "N", 1
82, 4, 10, "Y", 1
83, 4, 11, "N", 1
84, 4, 12, "N", 1
85, 4, 13, "Y", 1
86, 4, 14, "N", 1
87, 4, 15, "N", 1
88, 4, 16, "N", 1
89, 4, 17, "N", 1
90, 4, 18, "N", 1
91, 4, 19, "Y", 1
92, 4, 20, "Y", 1
93, 4, 21, "N", 1
94, 4, 22, "Y", 1
95, 4, 23, "N", 1
96, 4, 24, "Y", 1
97, 5, 1, "Y", 1
98, 5, 2, "N", 1
99, 5, 3, "Y", 1
100, 5, 4, "Y", 1
101, 5, 5, "Y", 1
102, 5, 6, "N", 1
103, 5, 7, "N", 1
104, 5, 8, "N", 1
105, 5, 9, "Y", 1
106, 5, 10, "Y", 1
107, 5, 11, "Y", 1
108, 5, 12, "N", 1
109, 5, 13, "Y", 1
110, 5, 14, "N", 1
111, 5, 15, "Y", 1
112, 5, 16, "Y", 1
113, 5, 17, "Y", 1
114, 5, 18, "Y", 1
115, 5, 19, "N", 1
116, 5, 20, "N", 1
117, 5, 21, "Y", 1
118, 5, 22, "Y", 1
119, 5, 23, "Y", 1
120, 5, 24, "Y", 1
121, 6, 1, "Y", 1
122, 6, 2, "N", 1
123, 6, 3, "Y", 1
124, 6, 4, "N", 1
125, 6, 5, "Y", 1
126, 6, 6, "Y", 1
127, 6, 7, "Y", 1
128, 6, 8, "N", 1
129, 6, 9, "Y", 1
130, 6, 10, "Y", 1
131, 6, 11, "Y", 1
132, 6, 12, "Y", 1
133, 6, 13, "N", 1
134, 6, 14, "N", 1
135, 6, 15, "Y", 1
136, 6, 16, "Y", 1
137, 6, 17, "N", 1
138, 6, 18, "Y", 1
139, 6, 19, "Y", 1
140, 6, 20, "Y", 1
141, 6, 21, "Y", 1
142, 6, 22, "N", 1
143, 6, 23, "Y", 1
144, 6, 24, "Y", 1
145, 7, 1, "N", 1
146, 7, 2, "N", 1
147, 7, 3, "N", 1
148, 7, 4, "N", 1
149, 7, 5, "N", 1
150, 7, 6, "Y", 1
151, 7, 7, "N", 1
152, 7, 8, "N", 1
153, 7, 9, "N", 1
154, 7, 10, "N", 1
155, 7, 11, "Y", 1
156, 7, 12, "N", 1
157, 7, 13, "Y", 1
158, 7, 14, "Y", 1
159, 7, 15, "N", 1
160, 7, 16, "N", 1
161, 7, 17, "Y", 1
162, 7, 18, "N", 1
163, 7, 19, "N", 1
164, 7, 20, "N", 1
165, 7, 21, "Y", 1
166, 7, 22, "Y", 1
167, 7, 23, "Y", 1
168, 7, 24, "Y", 1
169, 8, 1, "N", 1
170, 8, 2, "N", 1
171, 8, 3, "Y", 1
172, 8, 4, "N", 1
173, 8, 5, "Y", 1
174, 8, 6, "N", 1
175, 8, 7, "Y", 1
176, 8, 8, "Y", 1
177, 8, 9, "Y", 1
178, 8, 10, "N", 1
179, 8, 11, "N", 1
180, 8, 12, "N", 1
181, 8, 13, "Y", 1
182, 8, 14, "Y", 1
183, 8, 15, "Y", 1
184, 8, 16, "N", 1
185, 8, 17, "N", 1
186, 8, 18, "N", 1
187, 8, 19, "Y", 1
188, 8, 20, "N", 1
189, 8, 21, "N", 1
190, 8, 22, "N", 1
191, 8, 23, "N", 1
192, 8, 24, "Y", 1
193, 9, 1, "Y", 1
194, 9, 2, "Y", 1
195, 9, 3, "N", 1
196, 9, 4, "N", 1
197, 9, 5, "Y", 1
198, 9, 6, "Y", 1
199, 9, 7, "Y", 1
200, 9, 8, "Y", 1
201, 9, 9, "Y", 1
202, 9, 10, "Y", 1
203, 9, 11, "N", 1
204, 9, 12, "Y", 1
205, 9, 13, "N", 1
206, 9, 14, "N", 1
207, 9, 15, "Y", 1
208, 9, 16, "Y", 1
209, 9, 17, "Y", 1
210, 9, 18, "Y", 1
211, 9, 19, "N", 1
212, 9, 20, "N", 1
213, 9, 21, "N", 1
214, 9, 22, "N", 1
215, 9, 23, "N", 1
216, 9, 24, "N", 1
217, 10, 1, "Y", 1
218, 10, 2, "N", 1
219, 10, 3, "N", 1
220, 10, 4, "Y", 1
221, 10, 5, "N", 1
222, 10, 6, "N", 1
223, 10, 7, "N", 1
224, 10, 8, "Y", 1
225, 10, 9, "N", 1
226, 10, 10, "Y", 1
227, 10, 11, "Y", 1
228, 10, 12, "Y", 1
229, 10, 13, "N", 1
230, 10, 14, "N", 1
231, 10, 15, "Y", 1
232, 10, 16, "Y", 1
233, 10, 17, "Y", 1
234, 10, 18, "Y", 1
235, 10, 19, "N", 1
236, 10, 20, "Y", 1
237, 10, 21, "N", 1
238, 10, 22, "N", 1
239, 10, 23, "Y", 1
240, 10, 24, "N", 1
241, 11, 1, "Y", 1
242, 11, 2, "N", 1
243, 11, 3, "Y", 1
244, 11, 4, "N", 1
245, 11, 5, "N", 1
246, 11, 6, "Y", 1
247, 11, 7, "N", 1
248, 11, 8, "N", 1
249, 11, 9, "N", 1
250, 11, 10, "Y", 1
251, 11, 11, "Y", 1
252, 11, 12, "Y", 1
253, 11, 13, "Y", 1
254, 11, 14, "Y", 1
255, 11, 15, "Y", 1
256, 11, 16, "Y", 1
257, 11, 17, "N", 1
258, 11, 18, "Y", 1
259, 11, 19, "N", 1
260, 11, 20, "Y", 1
261, 11, 21, "N", 1
262, 11, 22, "Y", 1
263, 11, 23, "Y", 1
264, 11, 24, "Y", 1
265, 12, 1, "Y", 1
266, 12, 2, "N", 1
267, 12, 3, "Y", 1
268, 12, 4, "N", 1
269, 12, 5, "Y", 1
270, 12, 6, "Y", 1
271, 12, 7, "N", 1
272, 12, 8, "Y", 1
273, 12, 9, "N", 1
274, 12, 10, "Y", 1
275, 12, 11, "N", 1
276, 12, 12, "Y", 1
277, 12, 13, "Y", 1
278, 12, 14, "Y", 1
279, 12, 15, "N", 1
280, 12, 16, "N", 1
281, 12, 17, "Y", 1
282, 12, 18, "N", 1
283, 12, 19, "N", 1
284, 12, 20, "Y", 1
285, 12, 21, "Y", 1
286, 12, 22, "N", 1
287, 12, 23, "N", 1
288, 12, 24, "N", 1
289, 13, 1, "Y", 1
290, 13, 2, "N", 1
291, 13, 3, "N", 1
292, 13, 4, "N", 1
293, 13, 5, "N", 1
